,rally,receiving_shot,winning_shot,combined
6449,6f38f2b3b1f3s1f1f1f1f1*,f1,f1,f1f1
6450,6f38f1f3f2f2f3*,f2,f3,f2f3
6451,5+f38z3f3*,z3,f3,z3f3
6452,6+f27v1l1o3*,l1,o3,l1o3
6453,4b37s2f3s1f1f3s3b2b2f3b3s3b3s1f3s2f3s2f3*,s2,f3,s2f3
6454,5b37b3b3b3b;2*,b3,b3,b3b3
6455,5f28f1f2b3*,f2,b3,f2b3
6456,6b38s2f2f2f3b3s3f3*,s3,f3,s3f3
6457,4+f28i2f2*,i2,f2,i2f2
6458,6+f278v3b2z^1*,v3,b2,v3b2
6459,6+s27v3b2v1*,b2,v1,b2v1
6460,6+b18v3m1o1*,m1,o1,m1o1
6461,4+b38z1l2o3*,l2,o3,l2o3
6462,4b38b3s1f1f2b3b1f1f3*,f1,f3,f1f3
6463,4f17f3b3*,f3,b3,f3b3
6464,4s38b3b1*,b3,b1,b3b1
6465,6+f18v;3b1v2h3*,v2,h3,v2h3
6466,6f18f3b3*,f3,b3,f3b3
6467,4+b37s1f2v3*,f2,v3,f2v3
6468,4b38b3b+1l2o3*,l2,o3,l2o3
6469,4s28b+1f2z3*,f2,z3,f2z3
6470,6+f18v1f3z3*,f3,z3,f3z3
6471,4b38b3b1f1*,b1,f1,b1f1
6472,6b29f1f1f1f+3s1v1f1*,v1,f1,v1f1
6473,6b28b+3b3z1*,b3,z1,b3z1
6474,6+s27v3b2v1*,b2,v1,b2v1
6475,6+b18v3m1o1*,m1,o1,m1o1
6476,4+b38z1l2o3*,l2,o3,l2o3
6477,4b38b3s1f1f2b3b1f1f3*,f1,f3,f1f3
6478,4+b38z1f1*,z1,f1,z1f1
6479,4f17f3b3*,f3,b3,f3b3
6480,4s38b3b1*,b3,b1,b3b1
6481,6+f18v;3b1v2h3*,v2,h3,v2h3
6482,6f18f3b3*,f3,b3,f3b3
6483,4+b37s1f2v3*,f2,v3,f2v3
6484,4b38b3b+1l2o3*,l2,o3,l2o3
6485,4s28b+1f2z3*,f2,z3,f2z3
6486,6+f18v1f3z3*,f3,z3,f3z3
6487,4b38b3b1f1*,b1,f1,b1f1
6488,6b29f1f1f1f+3s1v1f1*,v1,f1,v1f1
6489,6b28b+3b3z1*,b3,z1,b3z1
6490,5+b38z3b1*,z3,b1,z3b1
6491,6+b37i3b1v2*,b1,v2,b1v2
6492,5+b27i1f3*,i1,f3,i1f3
6493,6+b38z3b2z^1*,z3,b2,z3b2
6494,5+b37i3l3o1*,l3,o1,l3o1
6495,5+b27z3b3*,z3,b3,z3b3
6496,6+b37z3b3*,z3,b3,z3b3
6497,5+f37z3b3*,z3,b3,z3b3
6498,6+b28z3m3o1*,m3,o1,m3o1
6499,5b28f3b1f1f3s3b3s3f+3s1f3*,s1,f3,s1f3
6500,6+f37i3f2*,i3,f2,i3f2
6501,6+b17h1f3i2z+1*,f3,i2,f3i2
6502,6+s37z1l2o3*,l2,o3,l2o3
6503,6+f37z^3s1v1*,s1,v1,s1v1
6504,5s29b3s2f+3m2o1*,m2,o1,m2o1
6505,5s+39b3z1l2o2*,l2,o2,l2o2
6506,6+b17v3b1*,v3,b1,v3b1
6507,5s+38b3z1f3*,z1,f3,z1f3
6508,4b27f+3b3z3b1v2f;1v2*,v2,v2,v2v2
6509,5s18f+3s3k1*,s3,k1,s3k1
6510,4r28f+1f1v3b1*,v3,b1,v3b1
6511,6+s28v3b1*,v3,b1,v3b1
6512,4+b37z3b1v1*,b1,v1,b1v1
6513,4+b17v3f1v1*,f1,v1,f1v1
6514,6+b27v1b1z1*,b1,z1,b1z1
6515,4+b38z3f3z2*,f3,z2,f3z2
6516,4+b27z2b2z1b3*,z1,b3,z1b3
6517,6+b28v2l3o2*,l3,o2,l3o2
6518,4f27i2b1*,i2,b1,i2b1
6519,6+b28z1b1*,z1,b1,z1b1
6520,4+b28v1b3z3*,b3,z3,b3z3
6521,6+b27h1b1*,h1,b1,h1b1
6522,6+b37z2f3z3*,f3,z3,f3z3
6523,4+f27v3b3v1*,b3,v1,b3v1
6524,4+s37f2f3*,f2,f3,f2f3
6525,6+b27v1s1z3*,s1,z3,s1z3
6526,4+b27i3f3z1*,f3,z1,f3z1
6527,6+b27v3b3*,v3,b3,v3b3
6528,4+f17z3s1v2*,s1,v2,s1v2
6529,6+b27z1b1*,z1,b1,z1b1
6530,6+b27v1f3*,v1,f3,v1f3
6531,4+b37h3b1*,h3,b1,h3b1
6532,5+f27v3f3z1*,f3,z1,f3z1
6533,5+b37z1b3*,z1,b3,z1b3
6534,5+f27v1b1*,v1,b1,v1b1
6535,4+b;17i2b1z1r2v3*,r2,v3,r2v3
6536,4+s17i3m2*,i3,m2,i3m2
6537,c5+f27z2m1*,z2,m1,z2m1
6538,5+s17i3b3*,i3,b3,i3b3
6539,5+f28v1b1*,v1,b1,v1b1
6540,5+b28z1b3z3r2z2*,r2,z2,r2z2
6541,4+r17i3b2v1*,b2,v1,b2v1
6542,6+s17y3s3*,y3,s3,y3s3
6543,4+s17i3m1*,i3,m1,i3m1
6544,5+f37z1b1*,z1,b1,z1b1
6545,6+b28z2f1*,z2,f1,z2f1
6546,5+b38z1b2v3*,b2,v3,b2v3
6547,6+b27z1b1v3*,b1,v3,b1v3
6548,5+r17z3m1p1f2f3*,f2,f3,f2f3
6549,5+b28z1b3z3f1*,z3,f1,z3f1
6550,5+f37z3f1*,z3,f1,z3f1
6551,5+f37z1b1*,z1,b1,z1b1
6552,5+f27i1f3*,i1,f3,i1f3
6553,6+s27y3s3v1*,s3,v1,s3v1
6554,6+b27z1b3z3*,b3,z3,b3z3
6555,6+b17v1s3z3*,s3,z3,s3z3
6556,6+s17i3m1p3b2z1*,b2,z1,b2z1
6557,5+f27z3f3z^3*,z3,f3,z3f3
6558,6+b2v2b3z1*,b3,z1,b3z1
6559,6+f27h2b3*,h2,b3,h2b3
6560,5+b1v3b-3z1v1*,z1,v1,z1v1
6561,5+b37i1v1*,i1,v1,i1v1
6562,5+f17h1l3*,h1,l3,h1l3
6563,4b38s1f1f3b3b1f1f2b3*,f2,b3,f2b3
6564,6+b2z3b3*,z3,b3,z3b3
6565,4s38f3s1f1f3*,f1,f3,f1f3
6566,6+f2z3m2o1*,m2,o1,m2o1
6567,4s39f3s+1f1*,f3,f1,f3f1
6568,6+s28f1f2s3s+2l3o1*,l3,o1,l3o1
6569,6s+29f1v1f2z3*,f2,z3,f2z3
6570,5b38s1f3s3s+1*,f3,s3,f3s3
6571,4+b37z1f3*,z1,f3,z1f3
6572,5+b38z3m3p3*,m3,p3,m3p3
6573,4+f28v3b1*,v3,b1,v3b1
6574,5+b37z3b2z1m2p3m2*,p3,m2,p3m2
6575,6+b17v2m+2f1v2b3*,v2,b3,v2b3
6576,5+b37z3b3z1f3z3*,f3,z3,f3z3
6577,5+s37z1j1*,z1,j1,z1j1
6578,6s+39b3z2f1*,z2,f1,z2f1
6579,5+s18v1f3*,v1,f3,v1f3
6580,4+f18v3m3*,v3,m3,v3m3
6581,6+b17v3s+3z1*,v3,z1,v3z1
6582,5b37b3b3b3s3b1f3b3b3s3f+1f2v2*,f2,v2,f2v2
6583,5+s+37i3i3z1*,i3,z1,i3z1
6584,4b38f3s3f;3*,f3,s3,f3s3
6585,6+f27v3m3*,v3,m3,v3m3
6586,4b38s1f;3b1f2s3b3s3f2f3s3s+3b3z1*,b3,z1,b3z1
6587,6+s17h2b1v2b3*,v2,b3,v2b3
6588,6+b28i2f3*,i2,f3,i2f3
6589,6+b28v2b1*,v2,b1,v2b1
6590,6+f28v1f3z3b1*,z3,b1,z3b1
6591,6+b28z2l3p1f1*,p1,f1,p1f1
6592,5+b18v3b1v2f3*,v2,f3,v2f3
6593,4+b37z1f1v3*,f1,v3,f1v3
6594,6+b17h2b3z2j1*,z2,j1,z2j1
6595,c6+b27v2b1v3m3o1*,m3,o1,m3o1
6596,5+b37z1f2z2*,f2,z2,f2z2
6597,6+b28z2b1v3m2o1*,m2,o1,m2o1
6598,4s38s3f3b3s3b2f1f1f+3m1o3*,m1,o3,m1o3
6599,4s38b3f1f1f1f+3s3z;3b1v1f3*,v1,f3,v1f3
6600,6+b27h2f3*,h2,f3,h2f3
6601,6+b27v2f3*,v2,f3,v2f3
6602,6f38s2f3s+3b2v1*,b2,v1,b2v1
6603,5+b28z3m2o1*,m2,o1,m2o1
6604,4+b28v1f3*,v1,f3,v1f3
6605,4+b37z3s2v1*,s2,v1,s2v1
6606,4+b28v3b3*,v3,b3,v3b3
6607,5+b37i2s2v1*,s2,v1,s2v1
6608,4+f28v3m2*,v3,m2,v3m2
6609,4s28b2f2s+2f3*,f2,f3,f2f3
6610,5f37s3f1f1f3s2s+3b1v1*,b1,v1,b1v1
6611,5+b38z3b1*,z3,b1,z3b1
6612,5+b28z3s1v1*,s1,v1,s1v1
6613,4+s17v1f3z2*,f3,z2,f3z2
6614,5+b28z1l1*,z1,l1,z1l1
6615,5b29f+3s2z1l1*,z1,l1,z1l1
6616,6b28b2b2b2b3s3v1*,s3,v1,s3v1
6617,4b38s2b2s2f+3s1v1*,s1,v1,s1v1
6618,6+f28z3b1v^1*,z3,b1,z3b1
6619,6+b37z1f1*,z1,f1,z1f1
6620,5+f28z3b1v1*,b1,v1,b1v1
6621,5+f38z3b1*,z3,b1,z3b1
6622,5+f27v;1r2v3*,r2,v3,r2v3
6623,5+b27z1f3z3*,f3,z3,f3z3
6624,5f38b+3s2v1*,s2,v1,s2v1
6625,5+b27h1f3*,h1,f3,h1f3
6626,4+b28v1f1v3*,f1,v3,f1v3
6627,5f+28z1f3z2*,f3,z2,f3z2
6628,6+f28z2m3*,z2,m3,z2m3
6629,6+b28v1f2v^3*,v1,f2,v1f2
6630,5+b28v1f1v3*,f1,v3,f1v3
6631,6+b37i3b1v1*,b1,v1,b1v1
6632,5+b27i3m1o3b+3m1o1*,m1,o1,m1o1
6633,5+f27z2b3z^3*,z2,b3,z2b3
6634,5+b28z3b1v1*,b1,v1,b1v1
6635,6+b28z3m3o1*,m3,o1,m3o1
6636,6+b28z2f3*,z2,f3,z2f3
6637,5+f28v1f1v3*,f1,v3,f1v3
6638,6+b37i2f1*,i2,f1,i2f1
6639,5+b27i2b3*,i2,b3,i2b3
6640,6+b37i3m3o3*,m3,o3,m3o3
6641,6+b27f3b2v^1r2v2*,r2,v2,r2v2
6642,5+b28z3s2v2*,s2,v2,s2v2
6643,4+b27h1f1v3*,f1,v3,f1v3
6644,6+f37z2m3o1*,m3,o1,m3o1
6645,4+b28v2f3*,v2,f3,v2f3
6646,6+b28z1f3z2*,f3,z2,f3z2
6647,6+b28v3b3z2r1*,z2,r1,z2r1
6648,4+b37z3m3o3*,m3,o3,m3o3
6649,6+b27h3b1*,h3,b1,h3b1
6650,6+f27i1f3z3*,f3,z3,f3z3
6651,6+s37z1f1*,z1,f1,z1f1
6652,6+b27h2f1v1f3*,v1,f3,v1f3
6653,6+b18v3b1*,v3,b1,v3b1
6654,4+b17h3b1*,h3,b1,h3b1
6655,5+s27v3m2o1*,m2,o1,m2o1
6656,6+b17v3b3*,v3,b3,v3b3
6657,4+f27i2f3z2s2l2*,s2,l2,s2l2
6658,4+b28h3b1*,h3,b1,h3b1
6659,4+f17i3b2v1*,b2,v1,b2v1
6660,4+f28z1m1o3*,m1,o3,m1o3
6661,4+b37v1l2*,v1,l2,v1l2
6662,6+b18z3b1z2b3*,z2,b3,z2b3
6663,6+f27i1f3*,i1,f3,i1f3
6664,4+f28v1m2o3*,m2,o3,m2o3
6665,4+f17i3m1o1*,m1,o1,m1o1
6666,5+b27z2b3z3*,b3,z3,b3z3
6667,6+b17v3m1o1*,m1,o1,m1o1
6668,4+s37f3b1*,f3,b1,f3b1
6669,5+b28z1m2*,z1,m2,z1m2
6670,4+b28z2f3*,z2,f3,z2f3
6671,5+f18z3b1*,z3,b1,z3b1
6672,6+b18z3b+1z2v3*,z2,v3,z2v3
6673,4+b28z3f1v1*,f1,v1,f1v1
6674,5+b27v2f1*,v2,f1,v2f1
6675,5f37b2f2f3s1f1f3*,f1,f3,f1f3
6676,6+b28b2z1*,b2,z1,b2z1
6677,6+b37i1f1*,i1,f1,i1f1
6678,4s38b3s3s3b+3s3i3b2v3*,b2,v3,b2v3
6679,4f17f3s3b1f1f2f+1*,f1,f2,f1f2
6680,c5f18f1f3s+1*,f1,f3,f1f3
6681,6b+38b2z1f1*,z1,f1,z1f1
6682,5f29f2f2f2f2f+3b2v3*,b2,v3,b2v3
6683,6b28f1f2b+3m2o1*,m2,o1,m2o1
6684,6+b37s1l2o2b2z1l2o2*,l2,o2,l2o2
6685,6+s38b3z1*,b3,z1,b3z1
6686,5+b38z2b1v3b-1*,b1,v3,b1v3
6687,6+b37y1s3s2*,s3,s2,s3s2
6688,6+s37s1v1h3*,v1,h3,v1h3
6689,4+b18z1f3*,z1,f3,z1f3
6690,5+f37z1b2v3*,b2,v3,b2v3
6691,5+b28v3b2v1*,b2,v1,b2v1
6692,5+b27v3m1*,v3,m1,v3m1
6693,5+b28z3m1p2f+2b2z1*,b2,z1,b2z1
6694,4+f27v1m1o3*,m1,o3,m1o3
6695,5+b28z2b3z3*,b3,z3,b3z3
6696,4+b18z2f1*,z2,f1,z2f1
6697,6+b27v1b3*,v1,b3,v1b3
6698,5+b28z1b3*,z1,b3,z1b3
6699,5+b28z1f3z3*,f3,z3,f3z3
6700,5+f38z1l2o1*,l2,o1,l2o1
6701,5+b37i3f1v2v3*,v2,v3,v2v3
6702,5+b37i3b1*,i3,b1,i3b1
6703,6+f28z2f3*,z2,f3,z2f3
6704,6+b17h3b1v1*,b1,v1,b1v1
6705,6+b27i3m3o3*,m3,o3,m3o3
6706,5+b28v3m2o1*,m2,o1,m2o1
6707,5+f27h1l2o3*,l2,o3,l2o3
6708,5+b27h3b3*,h3,b3,h3b3
6709,6+b28v3m3o1*,m3,o1,m3o1
6710,5+r28v1f3*,v1,f3,v1f3
6711,5+b27z2f2v3*,f2,v3,f2v3
6712,6+b28z3b3z1*,b3,z1,b3z1
6713,5+f37i1f3*,i1,f3,i1f3
6714,6+b28i2b3z^1*,i2,b3,i2b3
6715,6+b28v1f3z3*,f3,z3,f3z3
6716,c5+b38z2f3*,z2,f3,z2f3
6717,4+b17i2b3*,i2,b3,i2b3
6718,5b37h2f1*,h2,f1,h2f1
6719,5+b;27z3f1v2*,f1,v2,f1v2
6720,5+f38v1f1*,v1,f1,v1f1
6721,5+f28v3s3v2m1o2r+2f1*,o2,f1,o2f1
6722,5+b28v1m3p3*,m3,p3,m3p3
6723,5+b27v1b3z^2*,v1,b3,v1b3
6724,5+b27z3b1z3b+1z2z3*,z2,z3,z2z3
6725,6+b28z1b1*,z1,b1,z1b1
6726,6+f28v2b3*,v2,b3,v2b3
6727,4+b27v1b3*,v1,b3,v1b3
6728,4+b;27f3m2o2*,m2,o2,m2o2
6729,6+f38z1b1*,z1,b1,z1b1
6730,6+f28z2f1*,z2,f1,z2f1
6731,6+b38z3f3z1*,f3,z1,f3z1
6732,6+b17v3f1*,v3,f1,v3f1
6733,4+b27h1b3*,h1,b3,h1b3
6734,5+f37z1s1v3*,s1,v3,s1v3
6735,5+f17h1b1*,h1,b1,h1b1
6736,5+f37v1l+1f1v^3*,v1,f1,v1f1
6737,4+f38z3l+3b3v^1*,z3,b3,z3b3
6738,5+f37i1b3*,i1,b3,i1b3
6739,4+b27v3f3*,v3,f3,v3f3
6740,5+b27i2l1*,i2,l1,i2l1
6741,6+b28z2f3v3m2o1*,m2,o1,m2o1
6742,6+b27v1l2o3*,l2,o3,l2o3
6743,4+b28v1b1*,v1,b1,v1b1
6744,6+b27v1b3*,v1,b3,v1b3
6745,6+s27z2m1o3*,m1,o3,m1o3
6746,4+f38z3f3*,z3,f3,z3f3
6747,4+b28z2f3v1*,f3,v1,f3v1
6748,6+f37z3f1*,z3,f1,z3f1
6749,5+b37v2m1o3*,m1,o3,m1o3
6750,5+f18z1f1z3*,f1,z3,f1z3
6751,4+b37z1f2v3*,f2,v3,f2v3
6752,6s38b3s3f3b3b2f+3s3z1f3*,z1,f3,z1f3
6753,4f28f3s3b1*,s3,b1,s3b1
6754,c5b28b3s1f3*,s1,f3,s1f3
6755,5+b28z3b2z2f3*,z2,f3,z2f3
6756,6+f27v3b1v1*,b1,v1,b1v1
6757,5b+38s3z1f3s3*,f3,s3,f3s3
6758,4s38s3f2f+1f1*,f2,f1,f2f1
6759,6+b28z2f1*,z2,f1,z2f1
6760,4f+28b2z1f2v3*,f2,v3,f2v3
6761,4b37s2f+1f3z3*,f3,z3,f3z3
6762,4+b37z1f2v3*,f2,v3,f2v3
6763,6s38b3s3f3b3b2f+3s3z1f3*,z1,f3,z1f3
6764,4f28f3s3b1*,s3,b1,s3b1
6765,c5b28b3s1f3*,s1,f3,s1f3
6766,5+b28z3b2z2f3*,z2,f3,z2f3
6767,6+f27v3b1v1*,b1,v1,b1v1
6768,5b+38s3z1f3s3*,f3,s3,f3s3
6769,4s38s3f2f+1f1*,f2,f1,f2f1
6770,6+b28z2f1*,z2,f1,z2f1
6771,4f+28b2z1f2v3*,f2,v3,f2v3
6772,4b37s2f+1f3z3*,f3,z3,f3z3
6773,5+b28z1f1h3*,f1,h3,f1h3
6774,4+f18h2b+3z2v1v1*,v1,v1,v1v1
6775,4+f+38z3z3z1*,z3,z1,z3z1
6776,5+b27v^3s3s1f1h2*,f1,h2,f1h2
6777,6+b28h2b1*,h2,b1,h2b1
6778,5+b28v3b2z1*,b2,z1,b2z1
6779,6+f28v3m2o3*,m2,o3,m2o3
6780,5+b38z3b3*,z3,b3,z3b3
6781,5+b27z3b3z1*,b3,z1,b3z1
6782,5+b37i2f1v2v3*,v2,v3,v2v3
6783,6+b27i2f1*,i2,f1,i2f1
6784,6+b27i2b3z1*,b3,z1,b3z1
6785,4+f37i2b1v^1*,i2,b1,i2b1
6786,5+b27z3m2o3*,m2,o3,m2o3
6787,4+b17f3s2v1*,s2,v1,s2v1
6788,5b28f2f2f+3*,f2,f2,f2f2
6789,5+b28z3b1*,z3,b1,z3b1
6790,4+b27i1f3*,i1,f3,i1f3
6791,5+f28z1l3o3*,l3,o3,l3o3
6792,5+b28v3b2z3*,b2,z3,b2z3
6793,6+f17v3b1*,v3,b1,v3b1
6794,c6+b17h3b1v1*,b1,v1,b1v1
6795,4+f28z3b1*,z3,b1,z3b1
6796,5+b27v1l+3b3z1*,b3,z1,b3z1
6797,5+b27z3m2o3*,m2,o3,m2o3
6798,4+b27h2b3*,h2,b3,h2b3
6799,4s38b3s3b3b3b3s2f1f1f2s2f1f1f3s3b1f;1*,s3,b1,s3b1
6800,6s28b3s3b1f2f3*,f2,f3,f2f3
6801,4s28f3s3f2f2f2s+3b1*,f2,b1,f2b1
6802,4+f18h3m3*,h3,m3,h3m3
6803,6+b27h3b1*,h3,b1,h3b1
6804,6s38b+1f2f3b3*,f3,b3,f3b3
6805,4s28f1f1f2s+1*,f1,f2,f1f2
6806,5s38b1f1*,b1,f1,b1f1
6807,5+r27s3b1v1r3s2*,r3,s2,r3s2
6808,c5+f38z1f3*,z1,f3,z1f3
6809,6s38b2f+1f1h3*,f1,h3,f1h3
6810,5s38b3s2f+3b3*,s2,b3,s2b3
6811,4+f38i2f2*,i2,f2,i2f2
6812,5s27s2r+3b2v1*,b2,v1,b2v1
6813,6+f28z2b2z1l2v2*,l2,v2,l2v2
6814,5s37b3s2f3b1f1f1f3s3s3f1f3s3s2z+3*,s3,s2,s3s2
6815,6+f28z1f1*,z1,f1,z1f1
6816,5s38b3b1*,b3,b1,b3b1
6817,4f28f1s2b+1m2o1*,m2,o1,m2o1
6818,4f38f1s2f+1m3o1*,m3,o1,m3o1
6819,5+b38v3m2o1*,m2,o1,m2o1
6820,4+f27z3m2o1*,m2,o1,m2o1
6821,6+f27v2f3*,v2,f3,v2f3
6822,4+b28b3v2b3*,v2,b3,v2b3
6823,4+f28z2b1z2b3*,z2,b3,z2b3
6824,6+f27v3b1*,v3,b1,v3b1
6825,6+f37v2f3*,v2,f3,v2f3
6826,6+b27i3b2v3*,b2,v3,b2v3
6827,4+b28z2b1*,z2,b1,z2b1
6828,c5+b27h2f3v1*,f3,v1,f3v1
6829,4b28b2f1*,b2,f1,b2f1
6830,4b18f2f+3b3*,f2,b3,f2b3
6831,4b28b2s2b3f3b1s1f+3f2z1*,f2,z1,f2z1
6832,6f28f1s2f1b3b3f+1f1z3*,f1,z3,f1z3
6833,5b29f2b2b2f1f2f1*,f2,f1,f2f1
6834,4b37v2b1z2*,b1,z2,b1z2
6835,4b27f2f1f1s2b1s2b1b2f3f1f1s3b1*,s3,b1,s3b1
6836,4+f27i2f1*,i2,f1,i2f1
6837,4f28f1s2b+1m2o1*,m2,o1,m2o1
6838,4f38f1s2f+1m3o1*,m3,o1,m3o1
6839,5+b38v3m2o1*,m2,o1,m2o1
6840,5+f28z2f3*,z2,f3,z2f3
6841,6s+28f3v2j2*,v2,j2,v2j2
6842,4+f27z3m2o1*,m2,o1,m2o1
6843,6+f27v2f3*,v2,f3,v2f3
6844,4+b28b3v2b3*,v2,b3,v2b3
6845,4+f28z2b1z2b3*,z2,b3,z2b3
6846,6+f27v3b1*,v3,b1,v3b1
6847,6+f37v2f3*,v2,f3,v2f3
6848,6+b27i3b2v3*,b2,v3,b2v3
6849,4+b28z2b1*,z2,b1,z2b1
6850,c5+b27h2f3v1*,f3,v1,f3v1
6851,4b28b2f1*,b2,f1,b2f1
6852,4b18f2f+3b3*,f2,b3,f2b3
6853,4b28b2s2b3f3b1s1f+3f2z1*,f2,z1,f2z1
6854,6f28f1s2f1b3b3f+1f1z3*,f1,z3,f1z3
6855,5b29f2b2b2f1f2f1*,f2,f1,f2f1
6856,4b37v2b1z2*,b1,z2,b1z2
6857,4b27f2f1f1s2b1s2b1b2f3f1f1s3b1*,s3,b1,s3b1
6858,4+f27i2f1*,i2,f1,i2f1
6859,4+b+18z2z1z3*,z1,z3,z1z3
6860,4+b28v3f2v1m3p1s2b1s2f+2b2v1*,b2,v1,b2v1
6861,4+f28h2b1*,h2,b1,h2b1
6862,5+b27v3b3*,v3,b3,v3b3
6863,6+f28z1f3*,z1,f3,z1f3
6864,4+b17h3f1v1*,f1,v1,f1v1
6865,5+b28v1b1v^3*,v1,b1,v1b1
6866,4+b38z3f1*,z3,f1,z3f1
6867,6+b18v1b1*,v1,b1,v1b1
6868,4+b17h3f1v1*,f1,v1,f1v1
6869,4+b28v3f3z1*,f3,z1,f3z1
6870,5+f17z3b1z1*,b1,z1,b1z1
6871,6+b28v2b3*,v2,b3,v2b3
6872,5+f37z3b3v2*,b3,v2,b3v2
6873,6+s27v3b3*,v3,b3,v3b3
6874,5+b2v2b1z3b3*,z3,b3,z3b3
6875,5b27f3f3b1s+3b1*,b1,b1,b1b1
6876,c4f38b1s1f+3f2z1*,f2,z1,f2z1
6877,5+b2z3b3*,z3,b3,z3b3
6878,5f+38b3v1f1*,v1,f1,v1f1
6879,5f+29b1z3m2o3*,m2,o3,m2o3
6880,5b29f2f1f3*,f1,f3,f1f3
6881,5b18f2b+1f3*,f2,f3,f2f3
6882,4b39f2f1m2o3*,m2,o3,m2o3
6883,4f39b1s3b3f2s1s1f1b+3b3*,f1,b3,f1b3
6884,4b37b+3l1o2s2z3*,s2,z3,s2z3
6885,4+b28v1f3*,v1,f3,v1f3
6886,5+b28z3b1*,z3,b1,z3b1
6887,4+b27f3m2o3*,m2,o3,m2o3
6888,5+b27h2b3*,h2,b3,h2b3
6889,c6+b27z2f1*,z2,f1,z2f1
6890,4+b27z2b2v1*,b2,v1,b2v1
6891,6+b27i2f1v3*,f1,v3,f1v3
6892,4+b27h2b3*,h2,b3,h2b3
6893,4+b28z2f1v3*,f1,v3,f1v3
6894,4+b27z1f1v3*,f1,v3,f1v3
6895,5+b;27v2b1v1f2v3*,f2,v3,f2v3
6896,c5+b28v3b3*,v3,b3,v3b3
6897,5+b27z2b3z1f3*,z1,f3,z1f3
6898,5+b37z2b1*,z2,b1,z2b1
6899,5+b28z3b3z1*,b3,z1,b3z1
6900,5+b38z2b2v1*,b2,v1,b2v1
6901,4+b18h2f2z1f3z;3b1*,f3,b1,f3b1
6902,6+b17h2b3*,h2,b3,h2b3
6903,4+b27v2m1o3*,m1,o3,m1o3
6904,4+s37z1f2v3*,f2,v3,f2v3
6905,6+b27z2f1v1*,f1,v1,f1v1
6906,5+b28z3b1v1*,b1,v1,b1v1
6907,5+b18v3b2z1*,b2,z1,b2z1
6908,5+b37z1f1*,z1,f1,z1f1
6909,4+s+37z3i1v3z3z1*,z3,z1,z3z1
6910,6+b17h3b2v1*,b2,v1,b2v1
6911,5+b37z1f1v3*,f1,v3,f1v3
6912,5+b28v3b2z1*,b2,z1,b2z1
6913,6+f27v3s3s1h=1v^1*,s3,s1,s3s1
6914,5+f28v2f3*,v2,f3,v2f3
6915,6+b17v3b3z1*,b3,z1,b3z1
6916,5+f37z1f1v3*,f1,v3,f1v3
6917,5+f28z2f2v1*,f2,v1,f2v1
6918,6+b28v3b3z^1*,v3,b3,v3b3
6919,5+f37z2s3z3*,s3,z3,s3z3
6920,6+b28v2b3z1f1*,z1,f1,z1f1
6921,5+b28z2b3*,z2,b3,z2b3
6922,5+f37z2m2o2*,m2,o2,m2o2
6923,4+f17h3s+3z1*,h3,z1,h3z1
6924,5+b27z1f+3z2z1*,z2,z1,z2z1
6925,5+f28z3m2o1*,m2,o1,m2o1
6926,5+b27v2m3*,v2,m3,v2m3
6927,4+s27v3b3z2*,b3,z2,b3z2
6928,6+b27z3m2o1*,m2,o1,m2o1
6929,4+b17h3b3*,h3,b3,h3b3
6930,5+f37z3b1v;3*,z3,b1,z3b1
6931,6+b27z3b1*,z3,b1,z3b1
6932,5+f18v1f3*,v1,f3,v1f3
6933,6+b27v2b1v2*,b1,v2,b1v2
6934,6+s37i1f1*,i1,f1,i1f1
6935,5+b28v1l3p3*,l3,p3,l3p3
6936,5+b17h3b-1v1*,h3,v1,h3v1
6937,5+b18v2b3z1f1*,z1,f1,z1f1
6938,5+b18v3m2o3*,m2,o3,m2o3
6939,5+f17v3m2o1*,m2,o1,m2o1
6940,c5+f38z1f1*,z1,f1,z1f1
6941,5+b17v3m1v1*,m1,v1,m1v1
6942,6+b28z2f1*,z2,f1,z2f1
6943,5+f37z1b1*,z1,b1,z1b1
6944,5+b17z3b1z2r1z3*,r1,z3,r1z3
6945,5+f28z1b3*,z1,b3,z1b3
6946,6+b27v2m1o1*,m1,o1,m1o1
6947,4+s27f3s1z1*,s1,z1,s1z1
6948,5+f38v2f3*,v2,f3,v2f3
6949,5+f28z1s1v3*,s1,v3,s1v3
6950,5+f18z3b1z1f1z2*,f1,z2,f1z2
6951,5+f17v3s2v1*,s2,v1,s2v1
6952,6+b17v3b3*,v3,b3,v3b3
6953,5+f27i3b1*,i3,b1,i3b1
6954,6+b27v3b2v1*,b2,v1,b2v1
6955,4+b;27z3b1v3s2v1*,s2,v1,s2v1
6956,5+b27v3b2v1*,b2,v1,b2v1
6957,6+s27v1l1o1*,l1,o1,l1o1
6958,6+b17v3b3i1f1*,i1,f1,i1f1
6959,4+s17f1r3v3*,r3,v3,r3v3
6960,6+b27h3b3z2*,b3,z2,b3z2
6961,6+b28z3m1o;3*,z3,m1,z3m1
6962,4+b28v2s3z1v1*,z1,v1,z1v1
6963,4+b37z1l2o3*,l2,o3,l2o3
6964,4+b37v3b3*,v3,b3,v3b3
6965,6+b38z1f3z3*,f3,z3,f3z3
6966,4+b3z3b3*,z3,b3,z3b3
6967,5+s37z1j3*,z1,j3,z1j3
6968,4+s17h2m3*,h2,m3,h2m3
6969,4+b38z3b1*,z3,b1,z3b1
