,rally,receiving_shot,returned_shot,combined,is_winner,is_forced_error,is_winner_or_forced_error
5508,4r28f+1r2z1*,r2,z1,r2z1,1,0,1
5509,5s28f3s1f1f1f2s+2s;1v1v2*,v1,v2,v1v2,1,0,1
5510,5+s27z2b2z2f3*,z2,f3,z2f3,1,0,1
5511,6r27f+1f2v1f;1*,v1,f;1,v1f;1,1,0,1
5512,4r38f3b2f1d@,b2,f1,b2f1,0,0,0
5513,6f37y+1f3*,y+1,f3,y+1f3,1,0,1
5514,6f39f3b3n@,f3,b3,f3b3,0,0,0
5515,6f28f3b2f1f1f1f3d#,f1,f3,f1f3,0,1,1
5516,6f27f1r2f3s3f3s2d#,f3,s2,f3s2,0,1,1
5517,6f37s+3b3z3m+3l=3d#,m+3,l=3,m+3l=3,0,1,1
5518,4f29f3b3f3b1f2f3n@,f2,f3,f2f3,0,0,0
5519,4+f18v+3m3o1*,m3,o1,m3o1,1,0,1
5520,4r28f+3s1h^1n#,s1,h^1,s1h^1,0,1,1
5521,6f39b3f3b2f1f3b2f3s2f1f1f1f1f3b1f3d@,b1,f3,b1f3,0,0,0
5522,6s39b3b3b3s2b2f+3b3w#,f+3,b3,f+3b3,0,1,1
5523,4s38b3s3b1f1f1f3b2f1f3s3s3f3b2f2f1n@,f2,f1,f2f1,0,0,0
5524,6f27f1f1f1r3b3s3s3b1d@,s3,b1,s3b1,0,0,0
5525,4f38b3b3b2b3b2b3b3b3s2f1f1f3s3s3f1f3b3b3w@,b3,b3,b3b3,0,0,0
5526,6f29f3s2f2f3s3f3d@,s3,f3,s3f3,0,0,0
5527,4s39j=+1r2z3*,r2,z3,r2z3,1,0,1
5528,6f27f3s2f3f3b1f3d#,b1,f3,b1f3,0,1,1
5529,6f38b3s3f3s3b3y1f3i=!#,y1,f3,y1f3,0,1,1
5530,6s18j=+1l3w#,j=+1,l3,j=+1l3,0,1,1
5531,6f38b+3b3d#,b+3,b3,b+3b3,0,1,1
5532,6f29f3s1f+3s1v3m3o3s2f=2f1f1f1d@,f1,f1,f1f1,0,0,0
5533,6f29f1f3b1r1f1f2b+3s2v^1*,s2,v^1,s2v^1,1,0,1
5534,4f29b3b3b2f2b2n@,f2,b2,f2b2,0,0,0
5535,4r28f3b3b2f3b3d@,f3,b3,f3b3,0,0,0
5536,4f28f3b3n#,f3,b3,f3b3,0,1,1
5537,6s28j3b3x#,j3,b3,j3b3,0,1,1
5538,6s19f+3s3w#,f+3,s3,f+3s3,0,1,1
5539,6f38b3f3b2f1f3b3b3s1f1r2k=+3s2v1*,s2,v1,s2v1,1,0,1
5540,4s38j=+1r1v3*,r1,v3,r1v3,1,0,1
5541,6r38f1f3s3f3s3d#,f3,s3,f3s3,0,1,1
5542,4s18f+3s2o1*,s2,o1,s2o1,1,0,1
5543,5s27s+3b3*,s+3,b3,s+3b3,1,0,1
5544,4r28b1r2f+3b3z1f3n#,z1,f3,z1f3,0,1,1
5545,6r28f1f2h=2n#,f2,h=2,f2h=2,0,1,1
5546,4r38f3b3s3s3f3b1w@,f3,b1,f3b1,0,0,0
5547,5r28f+3m3o3t2o3m3o3*,m3,o3,m3o3,1,0,1
5548,6f27b1f1f+3s3z^1*,s3,z^1,s3z^1,1,0,1
5549,4s28f1f1f1f3b1r1f1f!#,r1,f1,r1f1,0,1,1
5550,6s28f3s3f1r1f-+3s2o2*,s2,o2,s2o2,1,0,1
5551,4r39f1f1f3*,f1,f3,f1f3,1,0,1
5552,4s;37f+3b2v^1f-3z^3z1l=1o3*,l=1,o3,l=1o3,1,0,1
5553,4r38f2s2f+3s2o=1*,s2,o=1,s2o=1,1,0,1
5554,6r39b3b1f1w#,b1,f1,b1f1,0,1,1
5555,4s38f3b2f1d@,b2,f1,b2f1,0,0,0
5556,6r18f1f1d@,f1,f1,f1f1,0,0,0
5557,4o18h=3s3s3s2f+3s1n#,f+3,s1,f+3s1,0,1,1
5558,c6s39b3b3b3f2b1w@,f2,b1,f2b1,0,0,0
5559,4s39f3s3d@,f3,s3,f3s3,0,0,0
5560,6b82f3b3f3b3f2f3w@,f2,f3,f2f3,0,0,0
5561,6b92f2f2f1f1b3*,f1,b3,f1b3,1,0,1
5562,4s92f1s2f+1m3w#,f+1,m3,f+1m3,0,1,1
5563,6b92f1f1f2b3f1x#,b3,f1,b3f1,0,1,1
5564,5f92f3b3f1d#,b3,f1,b3f1,0,1,1
5565,5b92f3b3f2f1b3b3f3b3f3b;3f1*,b;3,f1,b;3f1,1,0,1
5566,6s72y-1z1v2*,z1,v2,z1v2,1,0,1
5567,5b92f3b3f2f2b2f1b2b1b1f1s3b3*,s3,b3,s3b3,1,0,1
5568,c4f92f3b1b1f1d@,b1,f1,b1f1,0,0,0
5569,5f82f3b3f1*,b3,f1,b3f1,1,0,1
5570,6b92f3b3f3b3f3n#,b3,f3,b3f3,0,1,1
5571,5f91b2f1b1f2b3b3f3fw@,b3,f3,b3f3,0,0,0
5572,4b92f1f3b2f+3b3*,f+3,b3,f+3b3,1,0,1
5573,6f72f1b1f1s2b3ref;3*,b3,f;3,b3f;3,1,0,1
5574,4f81b3b1b1f2f3*,f2,f3,f2f3,1,0,1
5575,6b92f1f1b1f1b1f3n@,b1,f3,b1f3,0,0,0
5576,6b82f1b1s3f-1w@,s3,f-1,s3f-1,0,0,0
5577,6f82f3b3f1r1n#,f1,r1,f1r1,0,1,1
5578,5f71b2f3f2b1*,f2,b1,f2b1,1,0,1
5579,4s92f1s3k3n@,s3,k3,s3k3,0,0,0
5580,4b81f1b3s2n#,b3,s2,b3s2,0,1,1
5581,4b82f1b2f1f1f1y3b-3f2*,b-3,f2,b-3f2,1,0,1
5582,4r92f;2s3f1b2b3f1r2n#,f1,r2,f1r2,0,1,1
5583,6b72f3b2b2f1b1r#,f1,b1,f1b1,0,1,1
5584,6s72f1s2f3f3b1w@,f3,b1,f3b1,0,0,0
5585,5f72f3b3f3w#,b3,f3,b3f3,0,1,1
5586,6f82f2f2f1r1f3n@,r1,f3,r1f3,0,0,0
5587,5f92h=3b3f3b1*,f3,b1,f3b1,1,0,1
5588,6s81f3f3b3f2f1w@,f2,f1,f2f1,0,0,0
5589,4f81b+3s1z1*,s1,z1,s1z1,1,0,1
5590,6s82f33f3b3w@,f3,b3,f3b3,0,0,0
5591,5f92f1s1f3d@,s1,f3,s1f3,0,0,0
5592,4r92f3s2f1*,s2,f1,s2f1,1,0,1
5593,4b82f2b2f3r3f3f1*,f3,f1,f3f1,1,0,1
5594,4b82f2f2b3b2f+3m1o3*,m1,o3,m1o3,1,0,1
5595,6b82f3b1b1f3d#,b1,f3,b1f3,0,1,1
5596,4b92f3f3b1b2f3w@,b2,f3,b2f3,0,0,0
5597,6f93b3f3b3f3b1s1f1s2b3f1n@,b3,f1,b3f1,0,0,0
5598,5f92f3b3f1w@,b3,f1,b3f1,0,0,0
5599,5b82f1f1f1f2f3b2b2f1b1f1b1f3n#,b1,f3,b1f3,0,1,1
5600,6f82f2f3b3f!3b3f3b1w@,f3,b1,f3b1,0,0,0
5601,6b93f3b3f1r2f+3b3n#,f+3,b3,f+3b3,0,1,1
5602,5f92h+2f1b1w#,f1,b1,f1b1,0,1,1
5603,6b82f2b2f1f1b2b3f1*,b3,f1,b3f1,1,0,1
5604,4b93f1f3f3d#,f3,f3,f3f3,0,1,1
5605,6s82f3f3b1*,f3,b1,f3b1,1,0,1
5606,6b92f1f1b1f#,f1,b1,f1b1,0,1,1
5607,4f73b+1b1v2n@,b1,v2,b1v2,0,0,0
5608,6f92b1s2f1b1f1b1n@,f1,b1,f1b1,0,0,0
5609,6b92f1b1f3*,b1,f3,b1f3,1,0,1
5610,6f73b1s2f3f3b3f2n@,b3,f2,b3f2,0,0,0
5611,6b73b2s3s1n#,s3,s1,s3s1,0,1,1
5612,c5b81s3b1b1f1b1w@,f1,b1,f1b1,0,0,0
5613,6f92f2f3f3b3n@,f3,b3,f3b3,0,0,0
5614,4f92f;2f-1fz3*,f-1,z3,f-1z3,1,0,1
5615,4b82b2f1b2f3w@,b2,f3,b2f3,0,0,0
5616,6b93f3f3f3x@,f3,f3,f3f3,0,0,0
5617,6s72f-3b2v2*,b2,v2,b2v2,1,0,1
5618,5f92s2f3f2f1b3b3f3b1n@,f3,b1,f3b1,0,0,0
5619,6f92f3f3b1b2b1b3b1w@,b3,b1,b3b1,0,0,0
5620,6b73f1f2f3b2f2f3f3b1m3f3f2f3*,f2,f3,f2f3,1,0,1
5621,6f82f3f3b1b2n#,b1,b2,b1b2,0,1,1
5622,6b92f3b2f2f2f3b1s3w@,b1,s3,b1s3,0,0,0
5623,4b91f3f2f2f1f2f3b2h=1f3f2d@,f3,f2,f3f2,0,0,0
5624,6b83r3f3f3b3*,f3,b3,f3b3,1,0,1
5625,5f92f3f1s2f3f1*,f3,f1,f3f1,1,0,1
5626,4b92f1f3s3f-1*,s3,f-1,s3f-1,1,0,1
5627,4b92f1s3f1n@,s3,f1,s3f1,0,0,0
5628,6s71u-3l3m2p1f-1z3*,f-1,z3,f-1z3,1,0,1
5629,6f73b1s2f1s2f3r2f3f1r2f1*,r2,f1,r2f1,1,0,1
5630,4b82b1s1f1b3d@,f1,b3,f1b3,0,0,0
5631,4s92f3f2y+2b-1*,y+2,b-1,y+2b-1,1,0,1
5632,c6f91s1f+3f3*,f+3,f3,f+3f3,1,0,1
5633,6f72f1b2f1b2b2n#,b2,b2,b2b2,0,1,1
5634,6f92f3b1b2n#,b1,b2,b1b2,0,1,1
5635,6b82f1f1b2f1s2b1s2f3f3b1d#,f3,b1,f3b1,0,1,1
5636,5f72b1s3b3f2f2s2f3n@,s2,f3,s2f3,0,0,0
5637,4s91f1s2f2b1f3n#,b1,f3,b1f3,0,1,1
5638,6b92f1s2f3f3b1s2f1s3b1n@,s3,b1,s3b1,0,0,0
5639,6f72f3f2b1s2f3w@,s2,f3,s2f3,0,0,0
5640,4f93b1s2f3f3b;3w@,f3,b;3,f3b;3,0,0,0
5641,5b82f3b2s2f1s3s1f3b3*,f3,b3,f3b3,1,0,1
5642,6f92f2f2f3b1s3n#,b1,s3,b1s3,0,1,1
5643,4b72f1s2f2b2n@,f2,b2,f2b2,0,0,0
5644,6f83b1b1f1n#,b1,f1,b1f1,0,1,1
5645,4f73b3f2f1s3f3f3b1s2f3f2f1s2n#,f1,s2,f1s2,0,1,1
5646,4b71f3f2b2s1f3w@,s1,f3,s1f3,0,0,0
5647,4f73b3f2f2s2f1s3b3f3b;1s1f3*,s1,f3,s1f3,1,0,1
5648,4b81f3f3b1b2f1s3s1f1d@,s1,f1,s1f1,0,0,0
5649,4b92b1f1b1f1s1f3f1*,f3,f1,f3f1,1,0,1
5650,6f92b2f2b3*,f2,b3,f2b3,1,0,1
5651,4f93i2b3b3d#,b3,b3,b3b3,0,1,1
5652,4f82f3b1b1f3*,b1,f3,b1f3,1,0,1
5653,4b29f2f1*,f2,f1,f2f1,1,0,1
5654,4s27f+1f3z3b-3s2*,b-3,s2,b-3s2,1,0,1
5655,6s27b3b3n@,b3,b3,b3b3,0,0,0
5656,6b28b3b3d@,b3,b3,b3b3,0,0,0
5657,6b38s3f2b3b3s1f2f+3*,f2,f+3,f2f+3,1,0,1
5658,6r27f+3b3n#,f+3,b3,f+3b3,0,1,1
5659,c4f28f3b2d@,f3,b2,f3b2,0,0,0
5660,6f27f1f1f1f3n@,f1,f3,f1f3,0,0,0
5661,6s27f+1f1*,f+1,f1,f+1f1,1,0,1
5662,4f19h=2f+3*,h=2,f+3,h=2f+3,1,0,1
5663,4f29b3b3b3f3b3b3b3b1*,b3,b1,b3b1,1,0,1
5664,4f39b2s+3b3i1f-1f-2*,f-1,f-2,f-1f-2,1,0,1
5665,4f28f3b3w@,f3,b3,f3b3,0,0,0
5666,4f28b3b;3s+3k1v1w#,k1,v1,k1v1,0,1,1
5667,4f27b+3b1n#,b+3,b1,b+3b1,0,1,1
5668,6b28f3b2f1f1*,f1,f1,f1f1,1,0,1
5669,4f18f1f2f3s3b2f1f3b3b3s+1f3w#,s+1,f3,s+1f3,0,1,1
5670,cc4s29f3s3b2f1f3d@,f1,f3,f1f3,0,0,0
5671,4f18f2s1d#,f2,s1,f2s1,0,1,1
5672,6f28b1f2f2f1f1n@,f1,f1,f1f1,0,0,0
5673,5s38b1f3d#,b1,f3,b1f3,0,1,1
5674,4s37s1f+3b3z1n@,b3,z1,b3z1,0,0,0
5675,6b27s3s1f1f+3s3p3*,s3,p3,s3p3,1,0,1
5676,4b28f1f1d@,f1,f1,f1f1,0,0,0
5677,6f28f3b3f1f1w@,f1,f1,f1f1,0,0,0
5678,4f29b3b3b2s;2*,b2,s;2,b2s;2,1,0,1
5679,4f28b+3m2o1*,m2,o1,m2o1,1,0,1
5680,4s37b+1l2o3b#,l2,o3,l2o3,0,1,1
5681,4f29f;2r+3z=3n#,r+3,z=3,r+3z=3,0,1,1
5682,4f29i=3b3s!#,i=3,b3,i=3b3,0,1,1
5683,4f38b3b3s3n@,b3,s3,b3s3,0,0,0
5684,6b28f1f2f1f1r#,f1,f1,f1f1,0,1,1
5685,c5b28f1f1u2*,f1,u2,f1u2,1,0,1
5686,6s27f+3s2o2r!#,s2,o2,s2o2,0,1,1
5687,6r39b2b3b;2*,b3,b;2,b3b;2,1,0,1
5688,4f28f2b2f1r1f3s3f1f2d@,f1,f2,f1f2,0,0,0
5689,4s38b3f3b3f1f1f+3b3s-2v1*,s-2,v1,s-2v1,1,0,1
5690,6s27f+3s1n#,f+3,s1,f+3s1,0,1,1
5691,4f19f3b3b3f1f2h=1f1n#,h=1,f1,h=1f1,0,1,1
5692,4f19f2b2f3b3b3s2b3b2f3b2f3f3b3f;3w@,b3,f;3,b3f;3,0,0,0
5693,6s27s2f1n@,s2,f1,s2f1,0,0,0
5694,4b28f1f2f+3b2n#,f+3,b2,f+3b2,0,1,1
5695,6s29f3b3b3f3b3f3b2f3d@,b2,f3,b2f3,0,0,0
5696,4s29f1f1f3s3b1r!#,s3,b1,s3b1,0,1,1
5697,5b29f3b3d#,f3,b3,f3b3,0,1,1
5698,6s29f3s2v2*,s2,v2,s2v2,1,0,1
5699,4r19f1f2f3b3s1f1f+3b1w#,f+3,b1,f+3b1,0,1,1
5700,c6f37s+2f3z1f1*,z1,f1,z1f1,1,0,1
5701,6b27s3b3b2b3b3b2f3b2f1l3w@,f1,l3,f1l3,0,0,0
5702,4r29f3b2b3s2f3s3d@,f3,s3,f3s3,0,0,0
5703,4f28s+3b3z2*,b3,z2,b3z2,1,0,1
5704,4f19f2s1f1n@,s1,f1,s1f1,0,0,0
5705,4b38s3b3b2d#,b3,b2,b3b2,0,1,1
5706,5f39b2f3f3b3f3b3s3b1w@,s3,b1,s3b1,0,0,0
5707,4b38s3s1n@,s3,s1,s3s1,0,0,0
5708,6b29f1f1f2b2f2f3b3b2f1f1x@,f1,f1,f1f1,0,0,0
5709,6f28f3b2f3x@,b2,f3,b2f3,0,0,0
5710,6s29f1r2j=+3b2n#,j=+3,b2,j=+3b2,0,1,1
5711,4s38b3b3b3f3b3f3b3n@,f3,b3,f3b3,0,0,0
5712,4f28f3b3b2f1f2d@,f1,f2,f1f2,0,0,0
5713,4f28b2s3b2f3b1f2b2f1f1n@,f1,f1,f1f1,0,0,0
5714,6b73s2f1f2f3b1s2f+3f3*,f+3,f3,f+3f3,1,0,1
5715,4b93f3b3f3b3n@,f3,b3,f3b3,0,0,0
5716,6b92f3s1f1f3d#,f1,f3,f1f3,0,1,1
5717,5b92f2f1f1b3b1s3w#,b1,s3,b1s3,0,1,1
5718,6b82f2b2f2b+1s2v3f1*,v3,f1,v3f1,1,0,1
5719,6f92f1f2f3s1b1f2n@,b1,f2,b1f2,0,0,0
5720,5f73f+3b1z2b3*,z2,b3,z2b3,1,0,1
5721,4+b2v2f1v#,v2,f1,v2f1,0,1,1
5722,4f91i=2b3f3n@,b3,f3,b3f3,0,0,0
5723,6b8f3b2f1*,b2,f1,b2f1,1,0,1
5724,5f92f3f3f3b3f3n@,b3,f3,b3f3,0,0,0
5725,6f82f1m2f3*,m2,f3,m2f3,1,0,1
5726,6b72f1b1f3*,b1,f3,b1f3,1,0,1
5727,6b92f2b2f3b;1d@,f3,b;1,f3b;1,0,0,0
5728,4s92f3b3f3b3*,f3,b3,f3b3,1,0,1
5729,6b83f3f2f3r1f-3l3d#,f-3,l3,f-3l3,0,1,1
5730,6s72f3m3o3*,m3,o3,m3o3,1,0,1
5731,5b92f2b3f3b3w@,f3,b3,f3b3,0,0,0
5732,4f91f3s2f+3b2z1*,b2,z1,b2z1,1,0,1
5733,5b92f2b2f1w@,b2,f1,b2f1,0,0,0
5734,c4b82f1f1f3s2f3b3f3b2f3b2n@,f3,b2,f3b2,0,0,0
5735,5f81f3f2f2*,f2,f2,f2f2,1,0,1
5736,4s92f3b1s2f3f1f1s1f3*,s1,f3,s1f3,1,0,1
5737,5b72f1m3o1w@,m3,o1,m3o1,0,0,0
5738,4f92f2f1f3s3n#,f3,s3,f3s3,0,1,1
5739,6b92f1b2f3n@,b2,f3,b2f3,0,0,0
5740,6f72f+1b1h3f-3*,h3,f-3,h3f-3,1,0,1
5741,5b72f1f2f1w@,f2,f1,f2f1,0,0,0
5742,6b92f3f3b1n@,f3,b1,f3b1,0,0,0
5743,4+b2v2f1*,v2,f1,v2f1,1,0,1
5744,4f82f1b2f2f3b2b1f3*,b1,f3,b1f3,1,0,1
5745,6b92f+1r2v3*,r2,v3,r2v3,1,0,1
5746,6b92f3b3f3b3f3b1s1fw@,b1,s1,b1s1,0,0,0
5747,6b81b1f1s2s1f3b2f2f3n@,f2,f3,f2f3,0,0,0
5748,5b81b1f2f3*,f2,f3,f2f3,1,0,1
5749,5f91b1f1b1f3*,b1,f3,b1f3,1,0,1
5750,5b92s2f1s2b1s2f1n@,s2,f1,s2f1,0,0,0
5751,6b92f1f2f3n@,f2,f3,f2f3,0,0,0
5752,4b92f1f1f3*,f1,f3,f1f3,1,0,1
5753,4b92f2f3f3b2f1r2f3w@,r2,f3,r2f3,0,0,0
5754,4b93f3b+1s2z3*,s2,z3,s2z3,1,0,1
5755,6f29f2b2s2f1f1f3s1f1*,s1,f1,s1f1,1,0,1
5756,5b29f3s3d@,f3,s3,f3s3,0,0,0
5757,4f29f2f1d@,f2,f1,f2f1,0,0,0
5758,4s27f3m2o3b3b1f3+s2d#,f3,s2,f3s2,0,1,1
5759,6b28b2b2b3b1f1f;3b3*,f;3,b3,f;3b3,1,0,1
5760,4b29f3s1f1*,s1,f1,s1f1,1,0,1
5761,6s28f1b3s3b2z1f3*,z1,f3,z1f3,1,0,1
5762,4f18f3b3b3b1n@,b3,b1,b3b1,0,0,0
5763,6f39s2f3s1b3b2b3s3f3s1*,f3,s1,f3s1,1,0,1
5764,4f39b3b3b1w@,b3,b1,b3b1,0,0,0
5765,4f29f3b3s3f3s2f1f3b3b1w@,b3,b1,b3b1,0,0,0
5766,4b28f2f2b1f1f2f3+b1v#,f3,b1,f3b1,0,1,1
5767,6s29f3b3b2n@,b3,b2,b3b2,0,0,0
5768,4f28f3b1f1f1f1f3b2f;w@,f3,b2,f3b2,0,0,0
5769,4b28f3b3s3d@,b3,s3,b3s3,0,0,0
5770,6f28f1f2b1f1f1n@,f1,f1,f1f1,0,0,0
5771,6d39f3s1f1+f2n#,f1,f2,f1f2,0,1,1
5772,5+b2z1f3z3zn#,f3,z3,f3z3,0,1,1
5773,6f17f+3b2z1*,b2,z1,b2z1,1,0,1
5774,6b39b3b2b2f3s3f1f1f3*,f1,f3,f1f3,1,0,1
5775,6f28r3b1f1f2f1f3b1*,f3,b1,f3b1,1,0,1
5776,6s18f3s3f1f1f1f3s3s+3b1v3w@,b1,v3,b1v3,0,0,0
5777,6f28f1f2f1d@,f2,f1,f2f1,0,0,0
5778,4f19f3b1f1f3b2f3s2f1f1f2f1f1f1f1rn#,f1,f1,f1f1,0,1,1
5779,5f29f2f3w@,f2,f3,f2f3,0,0,0
5780,6s18b2f1r3b1fn#,r3,b1,r3b1,0,1,1
5781,4b29f1f3s3b3s1f1f3z3*,f3,z3,f3z3,1,0,1
5782,6s39b1f1*,b1,f1,b1f1,1,0,1
5783,4f18f1f3d#,f1,f3,f1f3,0,1,1
5784,6f29f2f3b2b3b1f3d@,b1,f3,b1f3,0,0,0
5785,4f29f3b2f3s3f3s1v1*,s1,v1,s1v1,1,0,1
5786,6f28b2b2s2f1f1f2d@,f1,f2,f1f2,0,0,0
5787,6s17f3s2f3*,s2,f3,s2f3,1,0,1
5788,6f39b3b3s2f1f1f1d@,f1,f1,f1f1,0,0,0
5789,6s29f1s2f;1*,s2,f;1,s2f;1,1,0,1
5790,4f28f3b3b1w@,b3,b1,b3b1,0,0,0
5791,4s39f3s1n#,f3,s1,f3s1,0,1,1
5792,6s27f3b1n#,f3,b1,f3b1,0,1,1
5793,4b29f3b3b3s3w@,b3,s3,b3s3,0,0,0
5794,6s17r+1f3n@,r+1,f3,r+1f3,0,0,0
5795,4b28f3s2n@,f3,s2,f3s2,0,0,0
5796,4f18f3s2j1*,s2,j1,s2j1,1,0,1
5797,6s28s3b3b1f1n#,b1,f1,b1f1,0,1,1
5798,4f28b2s2n#,b2,s2,b2s2,0,1,1
5799,6f39f3s2f1fn#,s2,f1,s2f1,0,1,1
5800,4f38b2b2f1f3*,f1,f3,f1f3,1,0,1
5801,4s29f3b3b3b1*,b3,b1,b3b1,1,0,1
5802,6f38b3b1f2b3s1n#,b3,s1,b3s1,0,1,1
5803,4f38s3b1f1f;1r-3m3*,r-3,m3,r-3m3,1,0,1
5804,6f;27f3m2o1*,m2,o1,m2o1,1,0,1
5805,4b29f2f2f1*,f2,f1,f2f1,1,0,1
5806,6s29f3b3b3s3s1f1f3s1f1f2fn@,f1,f2,f1f2,0,0,0
5807,6s38s3f1r2f3*,r2,f3,r2f3,1,0,1
5808,4s39f1f2fn@,f1,f2,f1f2,0,0,0
5809,6s27f3b1n@,f3,b1,f3b1,0,0,0
5810,4s18f1f1f3n@,f1,f3,f1f3,0,0,0
5811,4f38s2s3sn#,s2,s3,s2s3,0,1,1
5812,6s28f3b3n@,f3,b3,f3b3,0,0,0
5813,5s29f1f1f3w@,f1,f3,f1f3,0,0,0
5814,4f27f3b2o2f2n#,o2,f2,o2f2,0,1,1
5815,6f38b3s2f1f1w@,f1,f1,f1f1,0,0,0
5816,6f38b3b2f2b1n@,f2,b1,f2b1,0,0,0
5817,6f19f2f1f2f3s2f2f2b1f1f3s2yn@,f3,s2,f3s2,0,0,0
5818,6b39b3b3b1b1f1f3s3b3b1f1f2f3r3b3s3b2f3b2b1d@,b2,b1,b2b1,0,0,0
5819,6f38b3b3w@,b3,b3,b3b3,0,0,0
5820,6b28f1s2f1f1f3b1*,f3,b1,f3b1,1,0,1
5821,6b28f1f1f2f1l1f2f2f2f2f1f2f2b3s2f1f1f3d@,f1,f3,f1f3,0,0,0
5822,4b39b1f1n@,b1,f1,b1f1,0,0,0
5823,6f38b1f2f1f3s3b3b3b1f1f3d@,f1,f3,f1f3,0,0,0
5824,5b27s2b3b1f2f1f3b3b3s2f3b3n@,f3,b3,f3b3,0,0,0
5825,6b28b2f2f2f3s3s2b3*,s2,b3,s2b3,1,0,1
5826,4b18v1f1v3n@,f1,v3,f1v3,0,0,0
5827,4f38b3b3b2b1f;2f3b3b1f2f1f1f1f1f3b3s3f1f1*,f1,f1,f1f1,1,0,1
5828,4b27z1l1f1f;3w@,f1,f;3,f1f;3,0,0,0
5829,4b37b1l2o3*,l2,o3,l2o3,1,0,1
5830,5f29f1f2f2f2s2f3s1f1f3b3b3b1f2n#,b1,f2,b1f2,0,1,1
5831,c5f38b2f3b2f3b3b2f3b2f3b3b3b3b2f1f2f2f3b1v3*,b1,v3,b1v3,1,0,1
5832,4b29b1f1f3b3s2z2l2o3m2o1*,m2,o1,m2o1,1,0,1
5833,6f28b1f2f3m2o1*,m2,o1,m2o1,1,0,1
5834,6f27f1f3n@,f1,f3,f1f3,0,0,0
5835,6b27y3b;3*,y3,b;3,y3b;3,1,0,1
5836,6b27f3b2z1f3d#,z1,f3,z1f3,0,1,1
5837,4f28b3b1v2*,b1,v2,b1v2,1,0,1
5838,4f19f1f2d@,f1,f2,f1f2,0,0,0
5839,6b29f1f3b2s1w@,b2,s1,b2s1,0,0,0
5840,6f27f3b3n#,f3,b3,f3b3,0,1,1
5841,6f29b2f3b1f2f1f1f2b3b2s2s2s2s2b2b3b2s2b1f1f1r3b3b3b1f1f1r3b2s1f;1f3d#,f;1,f3,f;1f3,0,1,1
5842,6f29f1f1f1f3d@,f1,f3,f1f3,0,0,0
5843,5f27f1f3d@,f1,f3,f1f3,0,0,0
5844,6f39b1f1f3b3zn@,f3,b3,f3b3,0,0,0
5845,4b18f1l3o3s2d#,o3,s2,o3s2,0,1,1
5846,4b37b1l3f1*,l3,f1,l3f1,1,0,1
5847,4f29b3s2f3n@,s2,f3,s2f3,0,0,0
5848,5b29f2f;1*,f2,f;1,f2f;1,1,0,1
5849,6f29f2f3d@,f2,f3,f2f3,0,0,0
5850,5b28f1f3s3b3w@,s3,b3,s3b3,0,0,0
5851,4f28b2b2b1f3b3b2f3b3w@,f3,b3,f3b3,0,0,0
5852,5b29f3b3s2s1f1f1*,f1,f1,f1f1,1,0,1
5853,6b19f2f3s3s1f3b3s2s2d@,s2,s2,s2s2,0,0,0
5854,c6f27b3b3b3b3s3i1w@,s3,i1,s3i1,0,0,0
5855,4f28f2b2f1f1f3b2b2n@,b2,b2,b2b2,0,0,0
5856,6f28f1f1f2f3b2b1f3b2b3s3f3d#,s3,f3,s3f3,0,1,1
5857,5b18f1f1f1f1r2n#,f1,r2,f1r2,0,1,1
5858,4f29i3b3b2f3s1f1f;1f3b2b1f2f3s1x@,f3,s1,f3s1,0,0,0
5859,6f29f;3s2f1l2o1*,l2,o1,l2o1,1,0,1
5860,4f28f3m2o3*,m2,o3,m2o3,1,0,1
5861,c4f27f3b1v2*,b1,v2,b1v2,1,0,1
5862,6f39b1f2b2b2n@,b2,b2,b2b2,0,0,0
5863,4f28f3m2o1*,m2,o1,m2o1,1,0,1
5864,6f28f3b3z2n#,b3,z2,b3z2,0,1,1
5865,4b39b2b1r2j1*,r2,j1,r2j1,1,0,1
5866,6f29f3b3b1f3b3b3f3n#,b3,f3,b3f3,0,1,1
5867,4b29f1f2f2s2f1n@,s2,f1,s2f1,0,0,0
5868,4b17f1l2f2b3b3b3s3b3s3d@,b3,s3,b3s3,0,0,0
5869,4b27f1f1f3b3x@,f3,b3,f3b3,0,0,0
5870,4b27f3l3w#,f3,l3,f3l3,0,1,1
5871,4b37y3b3*,y3,b3,y3b3,1,0,1
5872,4f38b3b3b1f1n#,b1,f1,b1f1,0,1,1
5873,4b38b1f1f1f3b1*,f3,b1,f3b1,1,0,1
5874,5b28f1f1f3b2b2s3s3s3b3b3b3s2u3i3zw@,u3,i3,u3i3,0,0,0
5875,4b37b1f1f3s3y1*,s3,y1,s3y1,1,0,1
5876,4f29b2s;3b1*,s;3,b1,s;3b1,1,0,1
5877,6f38f2f3b1n@,f3,b1,f3b1,0,0,0
5878,6b27f1f1r2b3b3w#,b3,b3,b3b3,0,1,1
5879,6f38y1f2ze#,y1,f2,y1f2,0,1,1
5880,4b28f1f1f1f3b1x#,f3,b1,f3b1,0,1,1
5881,4b38b2f1f1f1f1*,f1,f1,f1f1,1,0,1
5882,4f28f3b3u1h2m2f1v2n#,f1,v2,f1v2,0,1,1
5883,6f28f1f3b3b3z1f3*,z1,f3,z1f3,1,0,1
5884,4b37b2s3b1f3b3z1f3z3m1v1*,m1,v1,m1v1,1,0,1
5885,4f28f3b2f1f1f1f2f3n@,f2,f3,f2f3,0,0,0
